seqID,small_end,big_end
94,-5.0,1.5
95,0.5,1.5
96,0.5,2.0
97,-5.0,2.5
98,-5.0,0.5
99,0.0,1.5
100,-5.0,2.5
101,-5.0,2.0
102,-5.0,2.5
103,1.0,5.0
104,0.5,1.0
105,0.5,0.5
106,0.5,0.5
107,0.5,0.5
108,-5.0,5.0
109,2.0,5.0
110,-5.0,5.0
111,-5.0,0.0
112,-5.0,1.5
113,-5.0,2.5
114,-5.0,0.0
115,-5.0,5.0
116,-5.0,5.0
117,-5.0,5.0
118,-5.0,5.0
119,-5.0,5.0
120,-5.0,5.0
121,1.5,5.0
122,-5.0,0.0
123,-5.0,1.0
124,-5.0,0.5
125,-5.0,5.0
126,-5.0,5.0
127,0.0,0.0
128,-5.0,5.0
129,0.5,0.5
130,-5.0,5.0
131,-5.0,5.0
132,0.5,1.5
133,-5.0,1.0
134,-5.0,2.5
135,-0.5,0.0
136,-5.0,0.0
137,-5.0,0.0
138,-5.0,2.0
139,-5.0,0.0
140,1.5,1.5
141,1.0,1.0
142,1.0,5.0
143,-0.5,-0.5
144,0.0,0.5
145,0.5,0.5
146,1.0,1.5
147,0.5,0.5
148,0.5,0.5
149,-5.0,0.0
150,-5.0,5.0
151,1.0,2.0
152,-5.0,5.0
153,-5.0,0.0
154,-5.0,5.0
155,-5.0,5.0
156,-5.0,5.0
157,-5.0,5.0
158,-5.0,2.0
159,-5.0,1.5
160,-5.0,5.0
161,-5.0,-0.5
162,-5.0,-0.5
163,-5.0,-0.5
164,0.5,0.5
165,-5.0,5.0
166,0.5,5.0
167,-5.0,1.5
168,-5.0,5.0
169,-5.0,5.0
170,0.5,1.5
171,-5.0,0.0
172,-5.0,0.0
173,-5.0,-1.0
174,-5.0,-0.5
175,-5.0,5.0
176,-5.0,0.0
177,1.0,5.0
178,-5.0,5.0
179,-5.0,5.0
180,-5.0,0.5
181,0.5,2.0
182,0.0,5.0
183,-5.0,5.0
184,-5.0,5.0
185,0.0,0.0
186,-5.0,-0.5
187,1.0,1.0
188,-1.0,0.0
189,0.5,1.0
190,1.0,1.5
191,-5.0,5.0
192,0.5,1.0
193,0.5,1.0
194,-1.0,5.0
195,-1.0,0.5
196,-1.0,5.0
197,-1.0,5.0
198,-1.0,5.0
199,-5.0,0.5
200,-1.5,5.0
201,-0.5,0.5
202,-1.0,5.0
203,-5.0,-0.5
204,-1.0,5.0
205,-0.5,5.0
206,-1.0,5.0
207,-5.0,-0.5
208,-0.5,5.0
209,-1.5,5.0
210,-0.5,5.0
211,-0.5,5.0
212,-1.0,5.0
213,-1.5,5.0
214,-1.0,5.0
215,-1.5,0.5
216,0.0,5.0
217,-5.0,0.0
218,-5.0,0.5
219,-2.0,0.0
220,0.0,5.0
221,-1.5,5.0
222,0.0,5.0
223,-0.5,5.0
224,-5.0,0.5
225,-1.5,-0.5
226,-1.5,5.0
227,-0.5,5.0
228,1.0,5.0
229,-1.0,5.0
230,-0.5,0.5
231,-0.5,5.0
232,-1.0,0.0
233,0.0,5.0
234,0.5,1.0
235,-5.0,1.5
236,1.5,2.0
237,1.5,5.0
238,-5.0,0.5
239,0.0,2.5
240,0.5,1.0
241,0.5,5.0
242,0.5,1.0
243,-5.0,-1.5
244,1.5,2.0
245,-5.0,2.0
246,-5.0,2.0
247,-1.0,1.0
248,1.0,1.0
249,-5.0,5.0
250,-5.0,2.0
251,1.0,1.0
252,1.5,1.5
253,-5.0,1.0
254,-0.5,5.0
255,0.0,5.0
256,-0.5,5.0
257,-1.0,5.0
258,-0.5,5.0
259,0.5,5.0
260,-0.5,5.0
261,-1.0,5.0
262,-1.0,5.0
263,-2.0,5.0
264,-5.0,0.5
265,-1.5,5.0
266,-2.0,5.0
267,-1.5,5.0
268,-5.0,0.0
269,0.0,5.0
270,-5.0,0.0
271,-0.5,0.0
272,-1.0,5.0
273,-1.0,5.0
274,0.0,5.0
275,-1.0,1.0
276,-5.0,0.0
277,-1.5,5.0
278,-0.5,5.0
279,-1.0,5.0
280,-1.0,5.0
281,-5.0,1.0
282,-0.5,1.0
283,-0.5,5.0
284,-5.0,0.5
285,-5.0,-0.5
286,-5.0,0.5
287,-1.5,5.0
288,0.0,0.5
289,-0.5,5.0
290,-0.5,0.0
291,-5.0,1.0
292,-5.0,-0.5
293,0.0,5.0
294,0.0,5.0
295,-5.0,0.5
296,-0.5,5.0
297,0.0,5.0
298,0.5,5.0
299,-5.0,0.5
300,-1.0,5.0
301,-5.0,0.0
302,-1.0,5.0
303,-0.5,5.0
304,-5.0,1.0
305,-1.5,5.0
306,-1.0,5.0
307,-1.0,5.0
308,-0.5,5.0
309,-1.5,5.0
310,-5.0,1.0
311,-0.5,5.0
312,-0.5,5.0
313,-5.0,0.5
314,-1.0,5.0
315,0.0,1.0
316,0.0,5.0
317,0.0,5.0
318,0.0,5.0
319,0.0,5.0
320,-0.5,0.0
321,-5.0,0.0
322,-1.5,-0.5
323,-0.5,5.0
324,-1.0,5.0
325,-1.0,5.0
326,-5.0,0.5
327,-1.0,5.0
328,-5.0,1.0
329,-1.5,5.0
330,-1.0,0.5
331,0.0,5.0
332,-1.0,5.0
333,-1.5,5.0
334,-0.5,0.5
335,-1.0,5.0
336,-1.0,5.0
337,-0.5,5.0
338,-5.0,0.5
339,-5.0,0.0
340,-1.0,5.0
341,-0.5,5.0
342,0.0,5.0
343,-5.0,0.0
344,-1.5,-0.5
345,-1.0,5.0
346,-1.0,5.0
347,-1.0,-1.0
348,-0.5,5.0
349,-0.5,5.0
350,-5.0,0.0
351,-1.0,5.0
352,-5.0,0.0
353,-5.0,-0.5
354,-5.0,0.5
355,-5.0,-1.0
356,-5.0,0.5
357,0.0,5.0
358,-1.0,5.0
359,-0.5,5.0
360,-1.5,5.0
361,-5.0,0.0
362,-0.5,5.0
363,-0.5,5.0
364,-2.5,5.0
365,-1.0,5.0
366,-1.5,5.0
367,-1.0,5.0
368,-1.0,-0.5
369,-5.0,0.5
370,0.0,0.0
371,-0.5,5.0
372,-1.5,5.0
373,-5.0,0.5
374,-1.5,5.0
375,-5.0,0.5
376,-5.0,0.5
377,-0.5,5.0
378,-5.0,0.5
379,-0.5,5.0
380,-0.5,5.0
381,-0.5,5.0
382,1.5,5.0
383,-5.0,0.5
384,-1.5,5.0
385,-5.0,0.5
386,1.0,5.0
387,-0.5,-0.5
388,-0.5,5.0
389,-0.5,5.0
390,-1.0,5.0
391,-1.0,-0.5
392,-0.5,5.0
393,-0.5,0.5
394,-0.5,5.0
395,-1.0,5.0
396,-0.5,5.0
397,-1.5,5.0
398,-1.0,5.0
399,-1.0,5.0
400,-1.0,5.0
401,1.5,5.0
402,-1.0,5.0
403,-0.5,5.0
404,-1.0,-0.5
405,-0.5,5.0
406,0.0,5.0
407,-1.5,5.0
408,-0.5,5.0
409,-0.5,5.0
410,-1.0,5.0
411,-5.0,-0.5
412,-5.0,-0.5
