sequenceID,sum_diff,mean_diff,max_diff,min_diff,std_deviation,mean,median,variance,min_value,max_value,range_value,iqr,abs_skewness,kurtosis,count,unique_count,percentile_25,percentile_50,percentile_75,autocorr
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr6:95830543-157559467,3997250,1.0879603230961137,7,1,5.026162584046449,6.161740986446123,5.0,25.26231032126848,0,48,48,5.0,1.464366652082629,2.561992710510053,3674078,49,3.0,5.0,8.0,0.9746556994320608
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr7:100606043-130154523,1764594,1.0864402000248738,6,1,5.098230497050096,6.025498107066929,4.0,25.99195420105167,0,57,57,6.0,1.516357390777824,2.9327215585117314,1624199,58,2.0,4.0,8.0,0.975466320328872
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr8:86726451-142766515,3187176,1.0835736986614335,8,1,4.774921842742495,5.593413856257503,4.0,22.79987860429939,0,75,75,6.0,1.6552447468725835,4.104503783858004,2941357,76,2.0,4.0,8.0,0.972249236489914
H3K36me3_AM_immune/samples/bcell/McGill0322/problems/chr9:92678796-133073060,2645208,1.0881259214406065,9,1,5.093775067962843,6.466899522290832,5.0,25.946544442999866,0,54,54,6.0,1.2766510404481803,1.90617316989602,2430977,55,3.0,5.0,9.0,0.9753063043656652
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr10:18024675-38818835,1336653,1.121081382114571,10,1,6.432882311042527,6.958441318806666,5.0,41.381974827723845,0,59,59,8.0,1.593819751681773,2.7219391981838337,1192290,60,2.0,5.0,10.0,0.9831354986476972
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr10:51448845-125869472,4887660,1.1236723283337775,9,1,6.815171771427947,7.468905706825794,5.0,46.44656627406834,0,75,75,8.0,1.4449661173239217,1.999791663994417,4349721,76,3.0,5.0,11.0,0.9848784446809952
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr11:96437584-134946516,2225444,1.1204751276457448,9,1,6.787203792676936,6.847208334466171,4.0,46.06613532332818,0,53,53,7.0,1.6088495641285152,2.388423885771682,1986162,54,2.0,4.0,9.0,0.9848692865996168
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr12:37856694-109373470,4858891,1.1259202907483843,16,1,7.196350370688878,7.6567665048076865,5.0,51.78745865771394,0,154,154,8.0,1.5693729962162102,3.290040883773232,4315485,114,3.0,5.0,11.0,0.9863573337799452
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr12:7239876-34856694,1780236,1.1226658897335091,12,1,6.603681878108685,6.84929019759441,5.0,43.60861434726105,0,94,94,7.0,1.803829963603616,3.8631786610292966,1585723,91,2.0,5.0,9.0,0.983923084035541
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr13:19020000-86760324,4159839,1.1210325432712402,10,1,6.511406062644699,6.600027703503523,4.0,42.39840891264614,0,56,56,7.0,1.812822471206504,3.517930651679834,3710722,57,2.0,4.0,9.0,0.983546199943595
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr14:19000000-107289540,5809468,1.1245325793952057,16,1,7.0419718091528685,7.606750057441572,5.0,49.58936696090372,0,121,121,8.0,1.4724795583508226,2.295718606463694,5166119,108,3.0,5.0,11.0,0.9858015304769135
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr15:29209443-82829645,4135966,1.1317154084483687,10,1,7.537568851560541,8.974777540633722,7.0,56.81494419201568,0,90,90,10.0,1.1565722958881344,1.124576449023368,3654600,85,3.0,7.0,13.0,0.98738730114389
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr16:46385801-88389383,2906667,1.1843701460523806,53,1,90.58415367092556,15.826790846181773,5.0,8205.488896277853,0,2937,2937,9.0,15.864274059344384,306.18994483822246,2454189,2421,3.0,5.0,12.0,0.9998669743578312
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr17:34725848-62410760,2227653,1.1313965222929483,9,1,7.781486823215841,9.61602779563847,8.0,60.55153717988177,0,105,105,11.0,1.1761377456028248,2.2694442948332814,1968942,106,3.0,8.0,14.0,0.9881768145900752
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr17:62460760-77546461,1033852,1.1221981733990103,10,1,6.99082535958284,8.127708881712843,6.0,48.871639208186544,0,54,54,9.0,1.29241078942918,1.580290505312588,921275,55,3.0,6.0,12.0,0.9856773629716165
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr18:18510898-52059136,1943076,1.1230692403193252,65,1,13.057816115659996,6.628061513777137,4.0,170.5065617103899,0,1095,1095,6.0,37.28090461688627,2262.082350756442,1730149,617,2.0,4.0,8.0,0.9957446250791768
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr1:3995268-13052998,602414,1.1227776545600598,8,1,6.915850251784333,8.573791329630597,7.0,47.82898470510542,0,50,50,10.0,1.015535019938633,0.6926077446485901,536540,51,3.0,7.0,13.0,0.9853431657037252
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr2:21178113-87668206,4614160,1.1262754065276308,8,1,6.911950483863433,7.7725349733647855,5.0,47.77505949137995,0,63,63,8.0,1.3382934333210672,1.549294564481519,4096832,64,3.0,5.0,11.0,0.985203437019834
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr3:60000-66170270,4485814,1.123996823813083,11,1,6.815196903816805,7.609468171738558,5.0,46.44690883779416,0,68,68,8.0,1.3853102777409712,1.805493177945983,3990950,69,3.0,5.0,11.0,0.9848688629819592
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr4:75452279-191044276,6912648,1.1195637738459954,10,1,6.241762885228298,6.272495053375924,4.0,38.95960391541349,0,74,74,6.0,1.939551276074488,4.365172930577567,6174413,75,2.0,4.0,8.0,0.9821598262190788
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr6:95830543-157559467,3916165,1.1199179714667449,9,1,6.091018405655056,6.470860061089563,4.0,37.10050521802866,0,60,60,6.0,1.792207886008249,3.692980605499305,3496833,61,2.0,4.0,8.0,0.9812562620896508
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr7:100606043-130154523,1881171,1.1219725597973118,8,1,6.356511803235956,6.831588301777636,5.0,40.40524230467803,0,50,50,7.0,1.6091161996047447,2.668280591362495,1676665,51,2.0,5.0,9.0,0.982697971302388
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr8:86726451-142766515,3423338,1.1195845485769305,8,1,6.311695888507854,6.4944368079532016,4.0,39.83750498900695,0,67,67,6.0,1.812791779931974,3.674458539229004,3057687,68,2.0,4.0,8.0,0.982552599137924
H3K36me3_AM_immune/samples/monocyte/McGill0001/problems/chr9:92678796-133073060,2872322,1.1252265772854289,9,1,6.968629512971101,8.027335385570044,6.0,48.561797289051846,0,71,71,9.0,1.362194969605225,2.0584261604567886,2552662,72,3.0,6.0,12.0,0.9854816408046206
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr10:18024675-38818835,1083708,1.5059385261449398,18,1,8.916734058924954,8.480213278045202,5.0,79.50814627759227,0,95,95,10.0,1.8920244124492889,4.623242464550145,719624,96,2.0,5.0,12.0,0.9797122913782776
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr10:51448845-125869472,3987860,1.4986095661846497,22,1,9.1746638767005,8.947002695561624,6.0,84.17445725043305,0,90,90,11.0,1.7260312615731417,3.5127995563262924,2661041,89,2.0,6.0,13.0,0.9810445571843522
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr11:96437584-134946516,1771912,1.4943234814406263,18,1,8.915492763390766,8.279229491896778,5.0,79.48601121407313,0,79,79,10.0,1.8038047382624145,3.715527504911312,1185763,79,2.0,5.0,12.0,0.9801194575267674
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr12:37856694-109373470,4140320,1.5167107357969551,23,1,10.140355730367794,9.60597999196279,6.0,102.82681433840295,0,166,166,12.0,1.8211674895213543,4.326551491774746,2729803,134,2.0,6.0,14.0,0.9840306938380764
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr12:7239876-34856694,1513590,1.5207313544404524,24,1,9.283605695893662,8.634224684895585,5.0,86.18533471682926,0,109,109,10.0,1.938682866976518,4.843195858535374,995305,108,2.0,5.0,12.0,0.9807864910950382
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr13:19020000-86760324,3460070,1.528101707685357,24,1,9.388472968278816,8.46349237334021,5.0,88.14342467610203,0,94,94,9.0,1.981819189339983,4.780270947801107,2264294,95,2.0,5.0,11.0,0.9810394401405086
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr14:19000000-107289540,4768414,1.5000361764226615,28,1,9.423019382687825,9.18048317214907,6.0,88.79329428651043,0,99,99,11.0,1.7094075569139904,3.487457334949752,3178867,100,2.0,6.0,13.0,0.9819663567787112
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr15:29209443-82829645,3468938,1.501339500952582,25,1,9.970632167785949,10.64262692685722,8.0,99.41350582528791,0,93,93,13.0,1.4532842968411,2.4217678958085824,2310563,94,3.0,8.0,16.0,0.9838581281218488
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr16:46385801-88389383,2228158,1.542155015731911,44,1,83.50142668440579,18.162626874348973,6.0,6972.488258331194,0,2120,2120,12.0,12.390662079856776,188.18864020004764,1444835,1873,2.0,6.0,14.0,0.9997147523378126
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr17:34725848-62410760,1837252,1.469099957860126,26,1,9.79379426370093,10.742073791897957,8.0,95.91840607970124,0,86,86,13.0,1.3930363179631424,2.154263521291519,1250598,86,3.0,8.0,16.0,0.9841441205985012
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr17:62460760-77546461,811496,1.4492578655889303,24,1,9.33521916098046,9.23620030717577,6.0,87.1463167835367,0,83,83,10.0,1.8140576384585587,4.303196217282672,559940,84,3.0,6.0,13.0,0.9831123970458516
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr18:18510898-52059136,1540215,1.519092025386994,44,1,12.093878856763432,8.09679792801305,5.0,146.26190580206958,0,588,588,9.0,15.54897539324632,543.7165742943192,1013906,420,2.0,5.0,11.0,0.9885829763901904
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr1:3995268-13052998,444402,1.432191946373612,23,1,8.347778285773423,8.980631397117591,7.0,69.68540230843027,0,69,69,10.0,1.5442508344854018,3.0257990099258154,310296,70,3.0,7.0,13.0,0.9794937996325714
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr2:21178113-87668206,3861846,1.5084440298857256,24,1,9.505723171736054,9.535587912128689,6.0,90.35877301767977,0,96,96,11.0,1.626526035960607,3.142237804407164,2560153,95,3.0,6.0,14.0,0.9820381376751416
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr3:60000-66170270,3621400,1.488238216744262,19,1,8.86879946942855,8.819139309297315,6.0,78.65560402893612,0,96,96,11.0,1.7114555279700163,3.603421903140944,2433348,97,2.0,6.0,13.0,0.98006643584155
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr4:75452279-191044276,5799600,1.529522344697941,26,1,8.898341125651767,7.9413105689607475,5.0,79.18047478846556,0,213,213,9.0,2.1828520237436786,7.974885880095918,3791773,164,2.0,5.0,11.0,0.9788171820972826
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr6:95830543-157559467,3316643,1.5207854645497794,23,1,8.59065273704911,7.966221830126977,5.0,73.79931444856936,0,118,118,9.0,2.0731518389933026,5.755693475760914,2180876,111,2.0,5.0,11.0,0.977622314714543
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr7:100606043-130154523,1578306,1.5116295329319065,21,1,9.019488474572588,8.380216643840209,5.0,81.35117234294775,0,93,93,9.0,1.986901469705378,4.995621701777726,1044110,92,2.0,5.0,11.0,0.9799410915152094
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr8:86726451-142766515,2823572,1.5111299495803356,23,1,9.044674015000458,8.170965438920042,5.0,81.8061280376245,0,98,98,9.0,2.043083337060721,5.372772574565187,1868518,98,2.0,5.0,11.0,0.9801078014789296
H3K36me3_AM_immune/samples/monocyte/McGill0002/problems/chr9:92678796-133073060,2302558,1.4835094600741443,17,1,8.972339517888457,9.090175072144053,6.0,80.50287642426287,0,92,92,10.0,1.7370545250539302,4.01533127060679,1552103,91,3.0,6.0,13.0,0.9806672377165414
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr10:18024675-38818835,1319658,1.4834768669392324,16,1,14.338444932976286,13.839441888908372,8.0,205.59100309599333,0,151,151,18.0,1.6020279879090975,3.220034467446343,889572,152,3.0,8.0,21.0,0.9928037328220248
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr10:51448845-125869472,5116555,1.4886797256308235,17,1,15.815830906536783,15.923956117237944,10.0,250.1405072641641,0,169,169,20.0,1.3556514793012764,1.710106212204289,3436976,165,4.0,10.0,24.0,0.9940299429556712
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr11:96437584-134946516,2276935,1.496081953727236,14,1,17.212735770413055,16.212450219556313,9.0,296.2782727020571,0,118,118,23.0,1.3556700443599532,1.4616898760569417,1521933,119,3.0,9.0,26.0,0.9948940503471638
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr12:37856694-109373470,5003360,1.502409898676455,22,1,17.012517669706213,16.897772642320756,11.0,289.42575746206614,0,142,142,22.0,1.3614736462220374,1.722321623807379,3330224,142,4.0,11.0,26.0,0.9947200396741364
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr12:7239876-34856694,1671584,1.4857798063205798,14,1,14.460828887323148,13.136071448887876,7.0,209.1155721084396,0,153,153,16.0,1.7678648118667564,3.732012005125406,1125056,153,3.0,7.0,19.0,0.9928888660393452
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr13:19020000-86760324,3713782,1.486711089137845,16,1,14.61672550080887,13.06121451441281,7.0,213.64866436599635,0,129,129,16.0,1.7277108758278923,3.277361106354504,2497986,129,3.0,7.0,19.0,0.9930462466184142
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr14:19000000-107289540,6326996,1.4956401365106389,22,1,16.797307237151557,16.992322283037538,11.0,282.14953041926407,0,132,132,22.0,1.3003623702376257,1.4391313611898378,4230294,132,4.0,11.0,26.0,0.9946435539849092
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr15:29209443-82829645,4904451,1.5022113004051372,17,1,16.547646147117717,18.50367523865007,14.0,273.8245930102198,0,149,149,23.0,1.1940660050072536,1.464982888793553,3264822,148,5.0,14.0,28.0,0.9944193789952648
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr16:46385801-88389383,3608056,1.575315090873924,89,1,107.95170855674708,29.07937575206124,15.0,11653.57138032086,0,3309,3309,26.0,14.679489883835425,260.205942509379,2290372,2712,5.0,15.0,31.0,0.9998119334026824
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr17:34725848-62410760,3035153,1.503445614667738,15,1,18.110294031151668,21.35572090138741,17.0,327.9827498947677,0,215,215,27.0,1.0427055241778145,1.1227685329160335,2018799,206,6.0,17.0,33.0,0.9953207525912235
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr17:62460760-77546461,1360022,1.4844679141816786,17,1,16.59568236262328,18.43893539292424,14.0,275.4166730810854,0,122,122,23.0,1.1498456853467474,1.0901973841579555,916169,123,5.0,14.0,28.0,0.994596556723048
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr18:18510898-52059136,1756335,1.4923920367690606,92,1,24.30269105802717,13.36424468500926,7.0,590.6207926619139,0,1433,1433,16.0,25.59680918113007,1167.7316474638685,1176860,743,3.0,7.0,19.0,0.9973125794201368
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr1:3995268-13052998,910704,1.492125700429269,14,1,17.575867248780046,20.829929498427926,17.0,308.91110954673906,0,140,140,25.0,1.04919626624466,1.0016931185815745,610341,141,6.0,17.0,31.0,0.9951175523920625
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr2:21178113-87668206,4893158,1.493526277796685,16,1,15.358606426965254,16.10657777224299,11.0,235.8867913784184,0,125,125,21.0,1.2642120837380617,1.4454370135187244,3276246,126,4.0,11.0,25.0,0.9936173837274532
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr3:60000-66170270,5109766,1.4986466102786056,16,1,16.782085519744022,17.61658476038747,12.0,281.638394392002,0,143,143,23.0,1.24975866476026,1.3997925152777095,3409588,141,4.0,12.0,27.0,0.9946020693431816
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr4:75452279-191044276,5731175,1.4851543518280497,24,1,13.962464236007134,12.067950910306022,6.0,194.95040754177828,0,404,404,15.0,2.210992784634745,12.858975800375832,3858977,301,2.0,6.0,17.0,0.9923945300884716
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr6:95830543-157559467,3473734,1.481674497166731,14,1,13.26448760513837,12.165859517689745,7.0,175.94663142686946,0,131,131,14.0,1.7713192755212823,3.660438050811739,2344466,132,3.0,7.0,17.0,0.9916217198721
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr7:100606043-130154523,1820641,1.484559090334601,15,1,14.674418283040463,14.561742387796338,9.0,215.33855194563225,0,146,146,19.0,1.431274911779273,2.1417373083141813,1226386,140,3.0,9.0,22.0,0.9931075566214372
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr8:86726451-142766515,3139442,1.4836009330389548,15,1,14.350075229608414,12.922062646466584,7.0,205.924659095421,0,130,130,16.0,1.7538137996359235,3.5167114950712786,2116097,131,3.0,7.0,19.0,0.9928118024243374
H3K36me3_AM_immune/samples/monocyte/McGill0079/problems/chr9:92678796-133073060,3425156,1.4950817325047392,16,1,16.33908612513808,17.52942796656409,13.0,266.9657354046797,0,192,192,23.0,1.3310211246940409,2.2254473666773125,2290950,187,4.0,13.0,27.0,0.9943390180235072
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr10:18024675-38818835,814863,1.8737608679155904,42,1,11.89728576450273,11.230506206281245,7.0,141.5454085622393,0,124,124,13.0,1.981975256729172,5.553780889511078,434882,125,3.0,7.0,16.0,0.9770154901282716
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr10:51448845-125869472,2705646,1.8490395832350943,39,1,11.67477972054466,11.242036340475318,8.0,136.30048152324082,0,144,144,13.0,1.940713767401162,5.332690041804532,1463272,135,3.0,8.0,16.0,0.9769508319072052
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr11:96437584-134946516,1098812,1.8479416899030288,44,1,11.43688625981465,10.718160490401353,7.0,130.8023673199371,0,126,126,13.0,1.9478795863256648,5.274601489901405,594615,124,2.0,7.0,15.0,0.9760594190857356
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr12:37856694-109373470,2854118,1.8792843475386607,40,1,12.849303282274306,12.1820952679448,8.0,165.10459483986526,0,223,223,14.0,2.0164417512031045,6.569647016099781,1518727,189,3.0,8.0,17.0,0.9802157345630248
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr12:7239876-34856694,1096581,1.8951857369507128,47,1,12.327967793767924,11.359855862706636,7.0,151.97878992417915,0,121,121,13.0,2.0065572464632284,5.406149795573102,578615,119,3.0,7.0,16.0,0.9778275752072914
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr13:19020000-86760324,2368856,1.9079274411921523,49,1,12.508019547372207,11.448414005623448,7.0,156.45055299744527,0,143,143,13.0,2.0700880585384622,6.34729669566216,1241587,141,3.0,7.0,16.0,0.9781799232183996
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr14:19000000-107289540,3273278,1.854514818994783,41,1,12.027807165571454,11.5332376221861,8.0,144.66814521217202,0,132,132,13.0,1.8978424265154288,4.925347763115491,1765033,132,3.0,8.0,16.0,0.978065864820648
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr15:29209443-82829645,2678280,1.863239443674553,49,1,12.822770418324822,12.770220246787154,9.0,164.4234412010661,0,145,145,14.0,1.888350050996085,5.123684019720149,1437433,143,4.0,9.0,18.0,0.9804971295950132
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr16:46385801-88389383,1550492,1.8923277643322751,45,1,71.57394687749668,21.11874906939336,8.0,5122.829871622716,0,1620,1620,14.0,9.647125456570691,118.90019431411189,819358,1337,3.0,8.0,17.0,0.9993192760424304
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr17:34725848-62410760,1313146,1.7966323387965133,42,1,11.536739492520196,11.68274195711006,8.0,133.09635811827516,0,139,139,13.0,1.852373828463568,4.9533844627503125,730894,129,3.0,8.0,16.0,0.9781350468422704
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr17:62460760-77546461,571771,1.7820785737661489,41,1,11.346280539309404,10.433360553037906,7.0,128.7380820767113,0,131,131,11.0,2.267233050027241,8.051836541450982,320846,131,3.0,7.0,14.0,0.9775009924852576
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr18:18510898-52059136,966793,1.88188680567451,48,1,15.221882144180016,11.313582630801363,7.0,231.7056960113064,0,553,553,14.0,9.81320148983984,244.2226671650212,513737,377,2.0,7.0,16.0,0.985706210209297
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr1:3995268-13052998,322200,1.750221357915379,27,1,10.72927600292653,10.3082697781544,7.0,115.1173635469751,0,125,125,11.0,2.2282032871353823,7.798546563949174,184092,119,3.0,7.0,14.0,0.9763322895387224
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr2:21178113-87668206,2789880,1.8726452486798624,43,1,12.12771812124278,11.855796854359756,8.0,147.0815468283205,0,141,141,14.0,1.9085460702953287,5.329151488669494,1489808,138,3.0,8.0,17.0,0.977905494868314
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr3:60000-66170270,2526180,1.83324201642253,43,1,11.523424151968433,10.847687857496377,7.0,132.78930418616935,0,153,153,12.0,2.0771833157209434,6.493222123095606,1377986,150,3.0,7.0,15.0,0.9767564496256488
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr4:75452279-191044276,3690429,1.906284221314016,55,1,12.16989266119718,11.133927948803908,7.0,148.106287385061,0,131,131,14.0,1.9949728781603628,5.4529366649460815,1935929,132,2.0,7.0,16.0,0.977043570952666
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr6:95830543-157559467,2301806,1.8992159092127987,45,1,11.748102841889438,10.832854226726887,7.0,138.0179203836107,0,211,211,12.0,2.180924690645484,8.496971429446745,1211978,182,3.0,7.0,15.0,0.9755525056578528
H3K36me3_AM_immune/samples/monocyte/McGill0101/problems/chr7:100606043-130154523,1003434,1.8642284261978943,34,1,11.857571793324524,11.06132003611651,7.0,140.6020088338454,0,143,143,12.0,2.0028558858072083,5.581596630102378,538258,133,3.0,7.0,15.0,0.9771213368316466
